Destination,Condition,Month,Temperature,Festival,Holiday Season,Popularity Index
Kodaikanal,Clear,January,1.7,Yes,Yes,39
Srinagar,Heavy Snow,January,-0.9,Yes,Yes,51
Munnar,Clear,October,8.1,Yes,Yes,58
Coorg,Clear,October,22.7,Yes,Yes,79
Jodhpur,Storm,January,9.4,Yes,Yes,39
Munnar,Clear,November,12.5,Yes,Yes,59
Srinagar,Clouds,February,1.8,No,No,47
Kochi,Clouds,December,11.4,Yes,Yes,56
Munnar,Rain,December,7,Yes,Yes,42
Jaipur,Clear,November,15.7,Yes,Yes,61
Varanasi,Rain,June,23.2,No,Yes,27
Srinagar,Clear,March,17.7,Yes,No,67
Kodaikanal,Clear,February,16.3,No,No,47
Thiruvananthapuram,Rain,October,28.9,Yes,Yes,45
Dwarka,Clear,March,21.8,Yes,No,68
Alleppey,Clear,April,35.5,No,No,49
Ooty,Clear,December,1.2,Yes,Yes,44
Nainital,Clouds,August,22.3,Yes,No,32
Tirupati,Rain,December,19.1,Yes,Yes,70
Alleppey,Clear,May,30,No,Yes,53
Vijayawada,Clouds,February,16.5,No,No,60
Delhi,Clear,January,15.3,Yes,Yes,68
Nainital,Clouds,September,16.9,No,No,31
Aurangabad,Clear,March,27.7,Yes,No,43
Rameswaram,Clear,November,17.2,Yes,Yes,60
Amritsar,Clear,November,12.5,Yes,Yes,67
Kochi,Clouds,January,6,Yes,Yes,48
Visakhapatnam,Heavy Rain,November,14.6,Yes,Yes,69
Nashik,Clear,December,15.4,Yes,Yes,50
Nainital,Fog,October,5.4,Yes,Yes,39
Amritsar,Clear,December,18.9,Yes,Yes,68
Ooty,Clouds,January,-0.8,Yes,Yes,45
Ahmedabad,Heavy Rain,January,14.8,Yes,Yes,51
Aurangabad,Rain,April,19.7,No,No,27
Ooty,Clear,February,15.8,No,No,49
Coorg,Clear,November,12.5,Yes,Yes,76
Rameswaram,Rain,December,8.2,Yes,Yes,50
Manali,Clouds,October,18.7,Yes,Yes,51
Kodaikanal,Rain,March,19.7,Yes,No,59
Nainital,Clear,November,3.4,Yes,Yes,37
Nainital,Clear,December,3.8,Yes,Yes,30
Darjeeling,Snow,June,14.5,No,Yes,38
Chennai,Rain,January,15.4,Yes,Yes,52
Jaisalmer,Clear,September,23.8,No,No,53
Manali,Clear,November,8.5,Yes,Yes,43
Vaishno Devi (Katra),Rain,October,15.3,Yes,Yes,62
Prayagraj,Clouds,May,24.6,No,Yes,48
Nainital,Clear,January,13.7,Yes,Yes,39
Mysuru,Rain,March,19.3,Yes,No,71
Mathura & Vrindavan,Clear,April,30,No,No,46
Manali,Fog,December,-1.5,Yes,Yes,29
Aurangabad,Clear,May,26.8,No,Yes,29
Vijayawada,Rain,March,29.4,Yes,No,66
Madurai,Fog,January,10.3,Yes,Yes,53
Varanasi,Clear,July,29.7,No,Yes,26
Tirupati,Clear,January,9.6,Yes,Yes,64
Mysuru,Rain,April,30.3,No,No,54
Dwarka,Clear,April,37.9,No,No,44
Ayodhya,Clear,March,19.6,Yes,No,65
Dwarka,Fog,May,28.9,No,Yes,53
Rishikesh & Haridwar,Rain,September,24.4,No,No,44
Amritsar,Heavy Rain,January,17.6,Yes,Yes,65
Bengaluru,Clouds,November,25.4,Yes,Yes,64
Vijayawada,Rain,April,25.3,No,No,52
Mumbai,Clear,September,26.7,No,No,31
Lucknow,Clear,October,21.8,Yes,Yes,59
Visakhapatnam,Clear,December,14.4,Yes,Yes,71
Ayodhya,Clear,April,25.1,No,No,51
Prayagraj,Clear,June,26.7,No,Yes,44
Statue of Unity (Kevadia),Rain,June,24,No,Yes,43
Pune,Clear,October,23.3,Yes,Yes,68
Rameswaram,Clouds,January,17.9,Yes,Yes,55
Ooty,Rain,March,5.8,Yes,No,53
Dharamshala,Clear,August,23.7,Yes,No,40
Amritsar,Rain,February,21.3,No,No,56
Darjeeling,Fog,July,20.8,No,Yes,39
Statue of Unity (Kevadia),Rain,July,20.6,No,Yes,45
Ahmedabad,Clouds,February,25.6,No,No,45
Jaisalmer,Clear,October,19.4,Yes,Yes,71
Shirdi,Clear,February,22.5,No,No,59
Shimla,Fog,November,7.2,Yes,Yes,36
Kochi,Rain,February,7.7,No,No,39
Delhi,Clear,February,24.3,No,No,62
Manali,Rain,January,-4,Yes,Yes,30
Rameswaram,Clouds,February,19.8,No,No,47
Shimla,Rain,December,-3.7,Yes,Yes,22
Kochi,Rain,March,28.1,Yes,No,53
Madurai,Clear,February,13.1,No,No,47
Goa,Clear,April,22.1,No,No,64
Udaipur,Clear,December,21.4,Yes,Yes,66
Chennai,Clear,February,22.5,No,No,46
Shirdi,Clear,March,23.7,Yes,No,69
Munnar,Clear,January,6.2,Yes,Yes,50
Ayodhya,Clear,May,36.4,No,Yes,41
Kodaikanal,Clear,April,22.4,No,No,56
Tirupati,Clear,February,10.9,No,No,55
Ooty,Rain,April,16.6,No,No,56
Varanasi,Clear,August,31.2,Yes,No,32
Darjeeling,Rain,August,15.4,Yes,No,40
Ooty,Rain,May,27,No,Yes,61
Aurangabad,Fog,June,29.6,No,Yes,22
Jodhpur,Clear,February,17.2,No,No,35
Ayodhya,Rain,June,29.9,No,Yes,40
Ahmedabad,Clear,March,25.9,Yes,No,52
Munnar,Rain,February,0.9,No,No,40
Mathura & Vrindavan,Rain,May,37.2,No,Yes,40
Darjeeling,Clear,September,21.5,No,No,44
Agra,Clear,February,19.2,No,No,54
Kodaikanal,Clouds,May,21.7,No,Yes,59
Madurai,Rain,March,18.2,Yes,No,55
Mumbai,Rain,October,23.6,Yes,Yes,45
Dwarka,Clear,June,33.7,No,Yes,45
Delhi,Clear,March,19.6,Yes,No,68
Vijayawada,Clear,May,25.6,No,Yes,54
Manali,Rain,February,12.1,No,No,34
Delhi,Storm,April,28.7,No,No,51
Ajmer,Fog,October,17.5,Yes,Yes,57
Chennai,Clear,March,28.4,Yes,No,52
Ooty,Fog,June,16,No,Yes,39
Kochi,Clear,April,33.2,No,No,34
Thiruvananthapuram,Clear,November,25.2,Yes,Yes,48
Rishikesh & Haridwar,Fog,October,23.6,Yes,Yes,60
Agra,Clear,March,16.3,Yes,No,59
Pune,Rain,November,10.5,Yes,Yes,63
Manali,Fog,March,8.6,Yes,No,42
Srinagar,Rain,April,21.2,No,No,64
Dharamshala,Clear,September,32.8,No,No,36
Goa,Heavy Rain,May,37.5,No,Yes,53
Agra,Fog,April,20.6,No,No,44
Jaipur,Clear,December,15,Yes,Yes,63
Mumbai,Clear,November,21,Yes,Yes,48
Jaipur,Clear,January,14.9,Yes,Yes,58
Agra,Rain,May,31.4,No,Yes,43
Visakhapatnam,Storm,January,19,Yes,Yes,68
Shirdi,Clear,April,32.2,No,No,51
Ayodhya,Heavy Rain,July,27.2,No,Yes,42
Amritsar,Clear,March,25.1,Yes,No,67
Thiruvananthapuram,Rain,December,16.2,Yes,Yes,46
Ahmedabad,Rain,April,23.3,No,No,35
Jodhpur,Clear,March,24.3,Yes,No,40
Amritsar,Clear,April,30.4,No,No,51
Srinagar,Rain,May,27.6,No,Yes,67
Aurangabad,Fog,July,20.3,No,Yes,25
Prayagraj,Storm,July,32.2,No,Yes,41
Kolkata,Clear,April,34.7,No,No,43
Kolkata,Rain,May,33.1,No,Yes,45
Thiruvananthapuram,Fog,January,15.2,Yes,Yes,41
Bengaluru,Clear,December,8.4,Yes,Yes,59
Agra,Rain,June,34.2,No,Yes,36
Manali,Clouds,April,12.1,No,No,42
Somnath,Rain,September,22.9,No,No,34
Coorg,Clouds,December,12.7,Yes,Yes,78
Darjeeling,Fog,October,12.2,Yes,Yes,54
Ayodhya,Clear,August,33.9,Yes,No,44
Visakhapatnam,Storm,February,26.7,No,No,59
Ahmedabad,Clear,May,33.8,No,Yes,33
Alleppey,Clouds,June,35.2,No,Yes,36
Ooty,Fog,July,21.7,No,Yes,43
Rameswaram,Rain,March,16.2,Yes,No,54
Munnar,Clouds,March,19.9,Yes,No,63
Pushkar,Clear,August,27.1,Yes,No,57
Amritsar,Clear,May,27.7,No,Yes,50
Madurai,Clear,April,25.7,No,No,42
Madurai,Clouds,May,39.2,No,Yes,33
Jaisalmer,Clouds,November,25.6,Yes,Yes,73
Jodhpur,Clear,April,23.3,No,No,29
Srinagar,Fog,June,15.8,No,Yes,45
Chennai,Clear,April,26.1,No,No,37
Munnar,Storm,April,12.1,No,No,54
Tirupati,Clear,March,23.7,Yes,No,70
Srinagar,Clear,July,15.2,No,Yes,47
Srinagar,Clouds,August,19,Yes,No,53
Lucknow,Rain,November,11.5,Yes,Yes,54
Rameswaram,Clear,April,24.6,No,No,43
Dwarka,Clear,July,26.9,No,Yes,51
Prayagraj,Rain,August,22.2,Yes,No,50
Jodhpur,Clear,May,40.7,No,Yes,19
Ayodhya,Clear,September,26.3,No,No,50
Darjeeling,Rain,November,2.5,Yes,Yes,47
Thiruvananthapuram,Clear,February,19.4,No,No,35
Srinagar,Clear,September,23.2,No,No,55
Ajmer,Clear,November,26.1,Yes,Yes,61
Chennai,Clear,May,30.4,No,Yes,36
Rameswaram,Clear,May,37.1,No,Yes,32
Ayodhya,Clear,October,27.6,Yes,Yes,68
Goa,Fog,June,27.4,No,Yes,49
Nashik,Clear,January,15.1,Yes,Yes,45
Statue of Unity (Kevadia),Clear,August,28.6,Yes,No,51
Vaishno Devi (Katra),Clouds,November,20.9,Yes,Yes,67
Srinagar,Clouds,October,11.5,Yes,Yes,65
Alleppey,Rain,July,26.6,No,Yes,40
Prayagraj,Clear,September,24.1,No,No,51
Aurangabad,Heavy Rain,August,22.9,Yes,No,31
Udaipur,Heavy Rain,January,25.4,Yes,Yes,61
Manali,Fog,May,23.5,No,Yes,49
Dwarka,Rain,August,23,Yes,No,56
Kochi,Storm,May,36.2,No,Yes,32
Tirupati,Clear,April,25.7,No,No,56
Bengaluru,Rain,January,7.3,Yes,Yes,53
Dwarka,Clear,September,26.3,No,No,57
Thiruvananthapuram,Rain,March,20.8,Yes,No,41
Madurai,Clear,June,31.1,No,Yes,36
Ooty,Clear,August,24.8,Yes,No,43
Jaisalmer,Clear,December,19.8,Yes,Yes,73
Ajmer,Rain,December,14.3,Yes,Yes,58
Coorg,Clear,January,20.4,Yes,Yes,78
Shirdi,Clear,May,38.1,No,Yes,43
Kodaikanal,Rain,June,10.4,No,Yes,33
Coorg,Rain,February,11.8,No,No,62
Lucknow,Clear,December,13,Yes,Yes,58
Munnar,Rain,May,18.9,No,Yes,61
Darjeeling,Clear,December,12.5,Yes,Yes,46
Madurai,Clouds,July,30.2,No,Yes,38
Lucknow,Clouds,January,11.9,Yes,Yes,52
Kodaikanal,Clouds,July,12.7,No,Yes,37
Munnar,Storm,June,21.8,No,Yes,47
Jaisalmer,Clear,January,25.4,Yes,Yes,72
Shirdi,Clouds,June,26.3,No,Yes,45
Thiruvananthapuram,Fog,April,21.9,No,No,25
Jodhpur,Clear,June,27,No,Yes,20
Thiruvananthapuram,Fog,May,21.9,No,Yes,27
Ajmer,Clear,January,10.5,Yes,Yes,52
Alleppey,Clear,August,23.1,Yes,No,45
Ooty,Clear,September,18.9,No,No,48
Dwarka,Clear,October,26.4,Yes,Yes,73
Visakhapatnam,Clear,March,32.4,Yes,No,63
Udaipur,Clear,February,15.1,No,No,49
Hampi,Clouds,August,23.6,Yes,No,59
Goa,Clouds,July,31.9,No,Yes,45
Agra,Fog,July,22.3,No,Yes,43
Srinagar,Fog,November,4.6,Yes,Yes,58
Mumbai,Clear,December,12.7,Yes,Yes,45
Varanasi,Clear,September,23.5,No,No,35
Statue of Unity (Kevadia),Clear,September,24.3,No,No,52
Goa,Clouds,August,31.1,Yes,No,50
Ooty,Clouds,October,18.5,Yes,Yes,63
Pushkar,Clear,September,29.9,No,No,56
Bengaluru,Clear,February,26.4,No,No,52
Nashik,Rain,February,24.3,No,No,37
Vijayawada,Clouds,June,28.1,No,Yes,50
Jaipur,Fog,February,13.4,No,No,46
Alleppey,Heavy Rain,September,21.8,No,No,45
Delhi,Clear,May,25.7,No,Yes,54
Nainital,Clouds,February,11.7,No,No,31
Prayagraj,Heavy Rain,October,24.8,Yes,Yes,66
Vaishno Devi (Katra),Rain,December,13.9,Yes,Yes,64
Rameswaram,Clear,June,36.3,No,Yes,27
Bengaluru,Clouds,March,28.5,Yes,No,58
Kodaikanal,Clear,August,22.6,Yes,No,45
Bengaluru,Clouds,April,25.9,No,No,43
Statue of Unity (Kevadia),Clear,October,21.8,Yes,Yes,67
Ahmedabad,Clear,June,33.8,No,Yes,28
Shirdi,Clear,July,23.3,No,Yes,46
Kolkata,Clear,June,24,No,Yes,46
Srinagar,Rain,December,-1.3,Yes,Yes,47
Nashik,Fog,March,12.1,Yes,No,39
Kanyakumari,Clear,December,16,Yes,Yes,72
Vaishno Devi (Katra),Clouds,January,7.1,Yes,Yes,56
Delhi,Clear,June,34.5,No,Yes,44
Nainital,Clear,March,10.1,Yes,No,41
Jodhpur,Clear,July,31.7,No,Yes,17
Vijayawada,Clear,July,23,No,Yes,51
Kanyakumari,Clear,January,15.7,Yes,Yes,70
Tirupati,Rain,May,32.8,No,Yes,48
Alleppey,Clouds,October,16.4,Yes,Yes,64
Kolkata,Clouds,July,30.4,No,Yes,45
Dharamshala,Clear,October,27.5,Yes,Yes,56
Mumbai,Storm,January,22.5,Yes,Yes,44
Lucknow,Fog,February,12.7,No,No,42
Srinagar,Clear,January,2,Yes,Yes,53
Somnath,Clouds,October,22.6,Yes,Yes,53
Jaisalmer,Clear,February,27.1,No,No,62
Vaishno Devi (Katra),Rain,February,20.1,No,No,53
Madurai,Clear,August,28.1,Yes,No,46
Jaisalmer,Clouds,March,22.6,Yes,No,65
Jaisalmer,Clear,April,27.9,No,No,55
Nainital,Clear,April,15.6,No,No,41
Lucknow,Clear,March,30,Yes,No,53
Mysuru,Clear,May,33,No,Yes,54
Rameswaram,Rain,July,27.2,No,Yes,33
Lucknow,Clouds,April,24.7,No,No,39
Nainital,Clouds,May,23.8,No,Yes,46
Pune,Clear,December,22,Yes,Yes,71
Thiruvananthapuram,Clear,June,26.5,No,Yes,24
Srinagar,Fog,February,16.4,No,No,54
Rishikesh & Haridwar,Clouds,November,10.6,Yes,Yes,57
Hampi,Clear,September,26.6,No,No,59
Varanasi,Clear,October,25.8,Yes,Yes,54
Visakhapatnam,Rain,April,33.9,No,No,45
Kolkata,Clear,August,28.6,Yes,No,53
Udaipur,Rain,March,29.1,Yes,No,56
Prayagraj,Clear,November,20.1,Yes,Yes,68
Vijayawada,Storm,August,30.2,Yes,No,54
Mathura & Vrindavan,Clear,June,35.4,No,Yes,38
Shimla,Clear,January,8.3,Yes,Yes,33
Jaisalmer,Clear,May,33.2,No,Yes,52
Dwarka,Clouds,November,12.7,Yes,Yes,70
Statue of Unity (Kevadia),Clouds,November,14.2,Yes,Yes,65
Udaipur,Rain,April,21,No,No,42
Goa,Clear,September,23.5,No,No,53
Darjeeling,Clear,January,13.7,Yes,Yes,50
Jaisalmer,Clear,June,25.4,No,Yes,46
Rameswaram,Clear,August,26.3,Yes,No,41
Ajmer,Clear,February,11.1,No,No,43
Shirdi,Clear,August,30.1,Yes,No,51
Amritsar,Clear,June,37.7,No,Yes,35
Pune,Rain,January,5.7,Yes,Yes,57
Ayodhya,Clear,November,15.8,Yes,Yes,67
Prayagraj,Rain,December,5.6,Yes,Yes,60
Dharamshala,Clouds,November,22.5,Yes,Yes,57
Statue of Unity (Kevadia),Clear,December,15.2,Yes,Yes,67
Ajmer,Clear,March,27.7,Yes,No,55
Delhi,Clouds,July,30.4,No,Yes,49
Ooty,Fog,November,2.3,Yes,Yes,51
Bengaluru,Clear,May,26.4,No,Yes,44
Ooty,Rain,December,-0.9,Yes,Yes,37
Hampi,Rain,October,15.3,Yes,Yes,71
Tirupati,Clear,June,24.2,No,Yes,47
Jaipur,Clouds,March,30,Yes,No,56
Somnath,Clear,November,22.5,Yes,Yes,55
Ayodhya,Clear,December,14.1,Yes,Yes,63
Hampi,Rain,November,18.1,Yes,Yes,74
Goa,Clouds,October,28.5,Yes,Yes,74
Kochi,Clear,June,30.7,No,Yes,33
Chennai,Storm,June,31.3,No,Yes,30
Thiruvananthapuram,Clear,July,27.9,No,Yes,25
Delhi,Clear,August,33.6,Yes,No,52
Vaishno Devi (Katra),Clouds,March,25.2,Yes,No,61
Dwarka,Clear,December,12.3,Yes,Yes,71
Jodhpur,Clear,August,33.4,Yes,No,21
Rishikesh & Haridwar,Snow,December,1.5,Yes,Yes,51
Ahmedabad,Clouds,July,28.1,No,Yes,34
Aurangabad,Fog,September,21.4,No,No,31
Somnath,Clear,December,18.9,Yes,Yes,51
Somnath,Fog,January,18,Yes,Yes,48
Statue of Unity (Kevadia),Clouds,January,10.5,Yes,Yes,60
Madurai,Clear,September,28.3,No,No,46
Somnath,Clear,February,27.6,No,No,41
Rishikesh & Haridwar,Fog,January,17.6,Yes,Yes,57
Udaipur,Clear,May,37.3,No,Yes,36
Srinagar,Snow,March,11.7,Yes,No,62
Kanyakumari,Clouds,February,22.4,No,No,63
Jodhpur,Clear,September,22.4,No,No,28
Prayagraj,Clear,January,18,Yes,Yes,64
Somnath,Rain,March,13.8,Yes,No,46
Rishikesh & Haridwar,Rain,February,7.8,No,No,42
Chennai,Rain,July,20.4,No,Yes,34
Bengaluru,Clear,June,25.6,No,Yes,40
Jaipur,Clear,April,34.3,No,No,37
Aurangabad,Heavy Rain,October,20.3,Yes,Yes,47
Munnar,Clear,July,15,No,Yes,37
Jaipur,Clear,May,28.6,No,Yes,44
Darjeeling,Clear,February,-1.3,No,No,35
Shimla,Clear,February,15.3,No,No,31
Rishikesh & Haridwar,Clear,March,31.8,Yes,No,53
Agra,Clear,August,23.1,Yes,No,49
Goa,Heavy Rain,November,20.4,Yes,Yes,75
Bengaluru,Clouds,July,27.5,No,Yes,41
Visakhapatnam,Clouds,May,23.5,No,Yes,52
Rameswaram,Clear,September,28.9,No,No,41
Nainital,Clouds,June,12.1,No,Yes,27
Kolkata,Rain,September,21.1,No,No,53
Munnar,Heavy Rain,August,22,Yes,No,48
Vaishno Devi (Katra),Fog,April,32.7,No,No,40
Rameswaram,Rain,October,20.4,Yes,Yes,59
Visakhapatnam,Clear,June,37.2,No,Yes,40
Varanasi,Clear,November,23.7,Yes,Yes,55
Manali,Rain,June,11.2,No,Yes,29
Coorg,Fog,March,12.1,Yes,No,69
Ayodhya,Storm,January,10.3,Yes,Yes,59
Aurangabad,Clear,November,15.2,Yes,Yes,46
Varanasi,Clear,December,11.5,Yes,Yes,47
Shimla,Clear,March,16.8,Yes,No,42
Somnath,Clear,April,35.3,No,No,30
Agra,Rain,September,23.7,No,No,49
Vaishno Devi (Katra),Clear,May,39.1,No,Yes,37
Jodhpur,Clear,October,22.4,Yes,Yes,46
Thiruvananthapuram,Fog,August,28.2,Yes,No,29
Amritsar,Rain,July,29.7,No,Yes,41
Mysuru,Clouds,June,31.9,No,Yes,51
Mysuru,Clear,July,28.4,No,Yes,55
Bengaluru,Fog,August,20.2,Yes,No,46
Mysuru,Clear,August,26,Yes,No,61
Pune,Clear,February,21.1,No,No,57
Mathura & Vrindavan,Clear,July,25.9,No,Yes,46
Nashik,Clouds,April,28.8,No,No,28
Delhi,Clear,September,32,No,No,54
Amritsar,Clear,August,24.4,Yes,No,51
Ayodhya,Rain,February,13.3,No,No,51
Munnar,Rain,September,13.4,No,No,44
Chennai,Rain,August,26.6,Yes,No,40
Mathura & Vrindavan,Clouds,August,20.2,Yes,No,51
Vijayawada,Clouds,September,21.7,No,No,57
Jaipur,Rain,June,27.3,No,Yes,39
Amritsar,Heavy Rain,September,23.3,No,No,51
Ajmer,Heavy Rain,April,27.2,No,No,39
Bengaluru,Clear,September,30.7,No,No,45
Ooty,Clear,January,11,Yes,Yes,53
Kolkata,Rain,October,23.4,Yes,Yes,68
Bengaluru,Rain,October,26.5,Yes,Yes,62
Darjeeling,Clear,March,20.1,Yes,No,58
Goa,Clouds,December,19.3,Yes,Yes,77
Agra,Rain,October,24.3,Yes,Yes,64
Vijayawada,Clear,October,31.2,Yes,Yes,70
Pune,Clouds,March,14.3,Yes,No,60
Jodhpur,Clear,November,16.3,Yes,Yes,45
Hampi,Clear,December,10.5,Yes,Yes,72
Varanasi,Rain,January,10.1,Yes,Yes,44
Mathura & Vrindavan,Clear,September,30.5,No,No,50
Visakhapatnam,Clouds,July,26,No,Yes,49
Ajmer,Clear,May,40.8,No,Yes,30
Dwarka,Heavy Rain,January,25.5,Yes,Yes,71
Dwarka,Clear,February,20.8,No,No,62
Mumbai,Clouds,February,9.4,No,No,28
Kochi,Clear,July,24.1,No,Yes,37
Darjeeling,Rain,April,20.3,No,No,54
Rameswaram,Heavy Rain,November,20.7,Yes,Yes,61
Prayagraj,Clear,February,19.1,No,No,55
Goa,Clear,January,9,Yes,Yes,69
Delhi,Clear,October,30,Yes,Yes,71
Ahmedabad,Clear,August,23.8,Yes,No,40
Mumbai,Clear,March,27,Yes,No,42
Jaisalmer,Clear,July,32.3,No,Yes,42
Agra,Clear,November,12.7,Yes,Yes,62
Srinagar,Clouds,April,26.4,No,No,65
Vaishno Devi (Katra),Clear,June,33.8,No,Yes,37
Kanyakumari,Rain,March,27.4,Yes,No,68
Tirupati,Clear,July,31.5,No,Yes,44
Manali,Clear,July,11.9,No,Yes,22
Nashik,Rain,May,25.9,No,Yes,30
Rishikesh & Haridwar,Clear,April,36.5,No,No,33
Amritsar,Storm,October,18.3,Yes,Yes,68
Nashik,Clouds,June,27,No,Yes,26
Dwarka,Clear,March,30.6,Yes,No,66
Jaisalmer,Clouds,August,25.6,Yes,No,51
Mumbai,Clouds,April,26.1,No,No,26
Manali,Clouds,August,10.2,Yes,No,25
Goa,Clear,February,15.8,No,No,64
Rameswaram,Rain,December,7.8,Yes,Yes,50
Darjeeling,Clouds,May,23.8,No,Yes,58
Shimla,Fog,April,15.2,No,No,37
Ajmer,Clear,June,29.7,No,Yes,35
Amritsar,Clear,November,15,Yes,Yes,68
Dharamshala,Rain,December,16.6,Yes,Yes,56
Jaisalmer,Clear,September,27.6,No,No,53
Ajmer,Clouds,July,22.7,No,Yes,38
Munnar,Rain,October,21.1,Yes,Yes,64
Hampi,Clear,January,15.5,Yes,Yes,71
Alleppey,Rain,November,16.6,Yes,Yes,65
Munnar,Rain,November,11.3,Yes,Yes,57
Pune,Clear,April,29,No,No,47
Shirdi,Rain,September,25.2,No,No,52
Varanasi,Clear,February,17.7,No,No,40
Vaishno Devi (Katra),Rain,July,23,No,Yes,43
Statue of Unity (Kevadia),Clear,February,11.1,No,No,51
Manali,Clear,September,13.5,No,No,32
Goa,Clear,March,23.7,Yes,No,73
Vaishno Devi (Katra),Clouds,August,21.5,Yes,No,49
Agra,Clear,December,16.2,Yes,Yes,66
Goa,Clear,April,26.8,No,No,64
Hampi,Clear,February,22.1,No,No,64
Bengaluru,Clear,November,20.9,Yes,Yes,64
Pushkar,Clear,October,26.1,Yes,Yes,73
Rishikesh & Haridwar,Rain,May,34.5,No,Yes,36
Vaishno Devi (Katra),Rain,September,22.9,No,No,49
Bengaluru,Storm,December,8.5,Yes,Yes,58
Hampi,Rain,March,18.4,Yes,No,68
Vaishno Devi (Katra),Clouds,October,29.4,Yes,Yes,64
Udaipur,Rain,June,32,No,Yes,35
Somnath,Fog,May,24.8,No,Yes,32
Alleppey,Clouds,December,8.2,Yes,Yes,63
Kochi,Clear,August,27.3,Yes,No,43
Agra,Clear,January,15.1,Yes,Yes,61
Hampi,Rain,April,22.5,No,No,54
Vijayawada,Clear,November,12.7,Yes,Yes,70
Ooty,Clouds,February,4.2,No,No,42
Hampi,Rain,May,31.6,No,Yes,52
Shirdi,Rain,October,21.7,Yes,Yes,71
Jaipur,Clear,July,31.6,No,Yes,38
Coorg,Clouds,April,24.2,No,No,59
Tirupati,Fog,August,18.2,Yes,No,52
Mysuru,Clear,September,27.1,No,No,62
Ajmer,Heavy Rain,August,25.9,Yes,No,43
Agra,Clouds,February,9,No,No,47
Udaipur,Clear,July,25.9,No,Yes,41
Goa,Clouds,May,37.1,No,Yes,54
Mumbai,Heavy Rain,May,41.9,No,Yes,15
Vijayawada,Clear,December,19.5,Yes,Yes,76
Pushkar,Clear,November,22.7,Yes,Yes,75
Udaipur,Clouds,August,30.3,Yes,No,45
Ajmer,Fog,September,17.2,No,No,41
Ajmer,Clear,October,18.2,Yes,Yes,58
Srinagar,Clear,May,14.9,No,Yes,65
Delhi,Clear,November,17,Yes,Yes,72
Bengaluru,Heavy Rain,January,13.4,Yes,Yes,57
Varanasi,Clear,March,26.7,Yes,No,51
Kanyakumari,Clouds,April,20.7,No,No,60
Tirupati,Rain,September,20.1,No,No,53
Mumbai,Clear,June,30.2,No,Yes,21
Kodaikanal,Rain,September,11.8,No,No,40
Lucknow,Rain,May,27.1,No,Yes,39
Vaishno Devi (Katra),Clear,November,14.9,Yes,Yes,64
Aurangabad,Rain,December,6,Yes,Yes,41
Ahmedabad,Clear,September,24.9,No,No,41
Mathura & Vrindavan,Clear,October,23.8,Yes,Yes,67
Prayagraj,Rain,March,27.1,Yes,No,61
Jodhpur,Clear,December,11.2,Yes,Yes,42
Somnath,Fog,June,27.3,No,Yes,26
Munnar,Heavy Rain,December,6.6,Yes,Yes,47
Lucknow,Clouds,June,33.8,No,Yes,31
Kochi,Clear,September,24.8,No,No,43
Shirdi,Heavy Rain,November,25.4,Yes,Yes,72
Ooty,Clear,March,11.1,Yes,No,57
Rameswaram,Clear,January,9,Yes,Yes,50
Munnar,Clear,January,-0.3,Yes,Yes,46
Shirdi,Clear,December,17.4,Yes,Yes,68
Prayagraj,Clear,April,34.9,No,No,40
Alleppey,Clear,January,23.1,Yes,Yes,68
Chennai,Clear,September,28.5,No,No,41
Ayodhya,Clear,March,27.3,Yes,No,65
Dwarka,Storm,April,33.2,No,No,48
Dharamshala,Rain,January,5.7,Yes,Yes,45
Chennai,Heavy Rain,October,20.8,Yes,Yes,56
Agra,Fog,March,26.6,Yes,No,60
Manali,Clear,October,20.3,Yes,Yes,52
Jaipur,Heavy Rain,August,29.1,Yes,No,45
Nashik,Heavy Rain,July,23.1,No,Yes,27
Manali,Clear,November,5.1,Yes,Yes,41
Prayagraj,Clear,May,33.5,No,Yes,43
Darjeeling,Clear,June,21.5,No,Yes,43
Amritsar,Clear,December,15.1,Yes,Yes,66
Mathura & Vrindavan,Clear,November,25.4,Yes,Yes,69
Prayagraj,Clear,June,35.7,No,Yes,37
Ooty,Clouds,April,14.7,No,No,56
Ayodhya,Clouds,April,32.7,No,No,47
Darjeeling,Fog,July,10.2,No,Yes,33
Agra,Rain,April,27.7,No,No,44
Aurangabad,Clear,January,15.6,Yes,Yes,44
Alleppey,Clear,February,12.9,No,No,55
Coorg,Clear,May,30.4,No,Yes,59
Prayagraj,Clear,July,29.5,No,Yes,44
Hampi,Rain,June,27.9,No,Yes,51
Thiruvananthapuram,Rain,September,28.5,No,No,30
Aurangabad,Clear,February,16.2,No,No,34
Alleppey,Clouds,March,31,Yes,No,63
Agra,Heavy Rain,May,30.6,No,Yes,44
Nashik,Clear,August,33,Yes,No,29
Prayagraj,Clear,August,27.2,Yes,No,51
Chennai,Heavy Rain,November,19.7,Yes,Yes,58
Kodaikanal,Clear,October,11.5,Yes,Yes,56
Somnath,Clear,July,27.6,No,Yes,28
Jaipur,Rain,September,25,No,No,46
Madurai,Clear,October,31.4,Yes,Yes,59
Manali,Clear,December,3.7,Yes,Yes,33
Mathura & Vrindavan,Clear,December,12.5,Yes,Yes,66
Rishikesh & Haridwar,Rain,June,25.5,No,Yes,37
Ayodhya,Clouds,May,29,No,Yes,47
Ahmedabad,Clouds,October,24.9,Yes,Yes,56
Vijayawada,Fog,January,9.7,Yes,Yes,64
