Destination,Temperature_C,Condition,Wind_Speed_kmph,Safety
Varanasi,22.9,Clear,23.7,Safe
Pushkar,43.2,Clear,32.7,Moderate
Mumbai,27.4,Heavy Rain,33.6,Moderate
Udaipur,18.8,Cloudy,20.6,Safe
Vaishno Devi (Katra),13.5,Fog,44.3,Moderate
Ooty,9.1,Rain,24.2,Safe
Dwarka,16.7,Rain,39.1,Moderate
Ahmedabad,25.0,Storm,21.8,Safe
Jaipur,36.4,Clear,10.8,Safe
Kanyakumari,31.2,Clear,30.4,Safe
Ooty,23.2,Clear,9.5,Safe
Agra,21.1,Cloudy,18.6,Safe
Jodhpur,21.8,Clear,21.4,Safe
Pune,37.0,Clear,32.8,Safe
Shirdi,30.2,Rain,20.8,Safe
Srinagar,12.1,Clear,25.9,Safe
Pune,25.4,Clear,9.8,Safe
Kolkata,14.1,Cloudy,38.2,Safe
Thiruvananthapuram,20.9,Cloudy,14.3,Safe
Darjeeling,-1.5,Clear,15.6,Safe
Prayagraj,16.2,Clear,31.4,Safe
Srinagar,2.5,Cloudy,33.1,Safe
Mumbai,24.0,Rain,20.2,Safe
Delhi,32.6,Fog,9.0,Safe
Rishikesh & Haridwar,11.0,Rain,20.8,Moderate
Vijayawada,28.4,Clear,26.9,Safe
Aurangabad,17.7,Clear,7.4,Safe
Chennai,34.5,Rain,32.0,Moderate
Kodaikanal,19.1,Clear,25.7,Safe
Somnath,13.3,Clear,33.9,Safe
Shimla,3.0,Rain,19.1,Moderate
Hampi,12.9,Clear,32.7,Safe
Pushkar,29.0,Cloudy,23.5,Safe
Ooty,18.6,Cloudy,17.6,Safe
Rishikesh & Haridwar,0.4,Cloudy,36.6,Safe
Shirdi,15.0,Clear,33.1,Safe
Lucknow,17.7,Rain,24.3,Safe
Shirdi,20.7,Clear,38.1,Safe
Vijayawada,22.0,Rain,7.4,Safe
Ooty,15.8,Fog,28.6,Safe
Aurangabad,34.0,Clear,21.6,Safe
Shimla,8.8,Fog,44.0,Moderate
Hampi,14.5,Clear,21.4,Safe
Ahmedabad,21.2,Cloudy,7.6,Safe
Pushkar,27.3,Clear,30.8,Safe
Jodhpur,42.4,Clear,9.8,Safe
Dwarka,23.5,Fog,26.1,Safe
Dharamshala,3.1,Rain,26.7,Moderate
Statue of Unity (Kevadia),23.2,Cloudy,28.5,Safe
Bengaluru,35.1,Clear,39.9,Safe
Mumbai,29.3,Cloudy,14.6,Safe
Mathura & Vrindavan,35.1,Clear,42.9,Safe
Shimla,7.3,Clear,44.5,Safe
Udaipur,23.5,Cloudy,20.0,Safe
Vaishno Devi (Katra),13.8,Clear,21.2,Safe
Jaisalmer,20.2,Clear,10.4,Safe
Lucknow,23.6,Clear,8.8,Safe
Aurangabad,17.6,Cloudy,17.1,Safe
Kodaikanal,16.4,Clear,33.0,Safe
Munnar,22.3,Rain,46.9,Moderate
Aurangabad,39.1,Rain,35.5,Moderate
Coorg,23.4,Cloudy,20.5,Safe
Ooty,20.6,Rain,31.0,Moderate
Varanasi,16.9,Clear,17.6,Safe
Pune,38.6,Clear,22.2,Safe
Mysuru,11.5,Clear,12.1,Safe
Udaipur,16.6,Heavy Rain,36.9,Moderate
Dwarka,19.3,Clear,25.8,Safe
Dharamshala,13.8,Clear,9.3,Safe
Thiruvananthapuram,27.9,Rain,45.3,Moderate
Nashik,21.2,Cloudy,19.2,Safe
Mathura & Vrindavan,37.9,Rain,31.0,Moderate
Ooty,19.5,Clear,17.3,Safe
Varanasi,36.4,Clear,11.3,Safe
Vijayawada,29.3,Clear,22.8,Safe
Jodhpur,26.5,Clear,28.8,Safe
Prayagraj,21.4,Clear,33.7,Safe
Mathura & Vrindavan,34.9,Rain,10.6,Safe
Prayagraj,15.4,Clear,26.4,Safe
Jaipur,23.9,Clear,20.0,Safe
Visakhapatnam,31.7,Cloudy,26.7,Safe
Prayagraj,34.8,Clear,11.6,Safe
Jaisalmer,42.6,Clear,7.9,Safe
Ayodhya,16.1,Cloudy,42.3,Safe
Rishikesh & Haridwar,13.1,Fog,27.6,Moderate
Shirdi,19.1,Clear,5.6,Safe
Thiruvananthapuram,25.0,Rain,53.2,Moderate
Shirdi,22.9,Cloudy,9.8,Safe
Chennai,26.0,Clear,16.9,Safe
Vaishno Devi (Katra),5.8,Fog,38.9,Moderate
Shirdi,20.7,Clear,40.1,Safe
Amritsar,27.6,Cloudy,31.8,Safe
Ahmedabad,35.1,Cloudy,11.7,Safe
Udaipur,16.1,Heavy Rain,20.8,Moderate
Thiruvananthapuram,25.3,Rain,53.3,Moderate
Madurai,21.7,Rain,28.5,Safe
Thiruvananthapuram,32.1,Rain,44.6,Moderate
Statue of Unity (Kevadia),23.5,Rain,16.6,Safe
Dharamshala,7.9,Fog,34.7,Moderate
Ahmedabad,39.7,Clear,24.5,Safe
Srinagar,10.7,Cloudy,29.3,Safe
Chennai,27.2,Clear,38.2,Safe
Ahmedabad,23.6,Clear,42.1,Safe
Alleppey,35.0,Clear,51.2,Moderate
Statue of Unity (Kevadia),27.4,Rain,22.1,Safe
Aurangabad,13.9,Heavy Rain,29.0,Moderate
Darjeeling,1.4,Snow,18.0,Moderate
Coorg,22.9,Clear,22.4,Safe
Mathura & Vrindavan,33.4,Heavy Rain,18.3,Moderate
Mysuru,27.1,Clear,28.8,Safe
Shirdi,25.7,Clear,22.5,Safe
Dwarka,13.2,Clear,22.0,Safe
Nashik,18.5,Clear,27.1,Safe
Madurai,13.5,Fog,10.7,Safe
Ayodhya,19.3,Storm,33.8,Moderate
Ayodhya,25.8,Rain,37.9,Moderate
Pushkar,37.0,Clear,39.2,Safe
Nainital,-3.0,Clear,34.7,Moderate
Nashik,13.7,Clear,27.3,Safe
Shirdi,30.4,Rain,20.8,Safe
Statue of Unity (Kevadia),34.1,Clear,21.5,Safe
Kolkata,33.0,Clear,35.9,Safe
Thiruvananthapuram,23.1,Clear,40.2,Safe
Pushkar,32.2,Clear,28.0,Safe
Bengaluru,37.9,Clear,24.7,Safe
Coorg,15.4,Clear,29.2,Safe
Chennai,28.1,Rain,24.1,Safe
Vaishno Devi (Katra),-2.1,Clear,16.2,Safe
Delhi,20.8,Rain,20.6,Safe
Lucknow,39.1,Cloudy,19.1,Safe
Vaishno Devi (Katra),2.7,Clear,29.9,Safe
Agra,39.1,Clear,43.5,Safe
Somnath,18.1,Clear,6.4,Safe
Delhi,32.3,Rain,17.7,Safe
Shirdi,12.1,Fog,20.3,Safe
Kolkata,15.6,Rain,26.5,Safe
Mysuru,18.1,Clear,34.7,Safe
Ahmedabad,13.7,Cloudy,28.1,Safe
Kanyakumari,34.9,Cloudy,47.2,Safe
Udaipur,21.5,Clear,14.4,Safe
Munnar,26.7,Heavy Rain,15.1,Moderate
Pushkar,25.7,Clear,15.5,Safe
Dharamshala,1.5,Clear,42.5,Safe
Delhi,12.3,Rain,29.7,Safe
Jaipur,37.6,Clear,8.6,Safe
Goa,22.7,Clear,49.0,Safe
Manali,12.3,Clear,43.8,Safe
Aurangabad,26.8,Cloudy,15.4,Safe
Darjeeling,2.1,Clear,34.5,Safe
Pune,21.4,Clear,14.1,Safe
Dharamshala,4.7,Fog,24.0,Moderate
Madurai,26.1,Cloudy,8.4,Safe
Tirupati,36.3,Clear,19.3,Safe
Goa,27.5,Fog,48.7,Moderate
Amritsar,25.5,Cloudy,21.2,Safe
Vijayawada,25.5,Rain,36.4,Moderate
Tirupati,16.6,Clear,18.3,Safe
Jodhpur,33.4,Cloudy,8.2,Safe
Mathura & Vrindavan,25.8,Cloudy,21.9,Safe
Mysuru,18.4,Rain,17.3,Safe
Lucknow,32.2,Rain,27.3,Safe
Jodhpur,41.0,Clear,32.0,Moderate
Prayagraj,37.7,Rain,30.0,Moderate
Manali,6.3,Cloudy,40.3,Safe
Thiruvananthapuram,25.8,Cloudy,43.3,Safe
Dharamshala,5.3,Fog,27.6,Moderate
Mathura & Vrindavan,32.8,Rain,12.1,Safe
Pune,28.4,Clear,22.4,Safe
Varanasi,18.0,Fog,40.2,Moderate
Rameswaram,28.5,Cloudy,23.9,Safe
Ooty,10.1,Cloudy,34.6,Safe
Pushkar,43.7,Clear,15.7,Safe
Shimla,-0.4,Clear,35.5,Safe
Dharamshala,2.8,Rain,26.7,Moderate
Munnar,34.8,Clear,31.2,Safe
Jodhpur,44.7,Storm,5.1,Moderate
Rameswaram,22.0,Clear,42.4,Safe
Varanasi,17.1,Clear,40.6,Safe
Shirdi,39.0,Cloudy,24.5,Safe
Nainital,10.4,Rain,28.2,Moderate
Darjeeling,10.4,Clear,15.3,Safe
Shimla,4.4,Fog,10.2,Moderate
Somnath,13.8,Cloudy,10.9,Safe
Shirdi,39.8,Clear,13.4,Safe
Udaipur,39.7,Heavy Rain,11.9,Moderate
Shimla,9.1,Clear,9.1,Safe
Munnar,22.9,Fog,49.0,Moderate
Statue of Unity (Kevadia),33.0,Fog,42.5,Moderate
Aurangabad,23.7,Clear,10.3,Safe
Mathura & Vrindavan,14.8,Clear,16.3,Safe
Lucknow,15.3,Clear,33.1,Safe
Amritsar,32.1,Clear,8.9,Safe
Darjeeling,1.8,Heavy Snow,23.5,Moderate
Agra,17.5,Clear,36.2,Safe
Alleppey,21.7,Rain,55.0,Moderate
Rishikesh & Haridwar,5.7,Clear,17.3,Safe
Mumbai,27.3,Fog,47.3,Moderate
Vijayawada,34.2,Rain,16.4,Safe
Dwarka,26.4,Rain,32.3,Moderate
Pushkar,35.4,Clear,69.8,Moderate
Jaisalmer,43.4,Cloudy,9.1,Safe
Amritsar,34.7,Clear,29.9,Safe
Bengaluru,25.0,Rain,30.0,Moderate
Darjeeling,1.7,Clear,36.4,Safe
Hampi,18.6,Cloudy,34.2,Safe
Amritsar,21.8,Cloudy,33.5,Safe
Manali,8.2,Clear,28.7,Safe
Darjeeling,-2.7,Snow,17.1,Unsafe
Hampi,24.9,Rain,12.1,Safe
Nashik,24.3,Rain,29.2,Safe
Mumbai,28.1,Clear,24.1,Safe
Madurai,30.0,Rain,21.5,Safe
Jaipur,20.0,Rain,42.7,Moderate
Dharamshala,4.7,Clear,36.0,Safe
Mathura & Vrindavan,20.5,Clear,39.8,Safe
Mathura & Vrindavan,12.4,Clear,38.4,Safe
Thiruvananthapuram,28.0,Cloudy,35.1,Safe
Dharamshala,4.0,Cloudy,32.2,Safe
Agra,17.6,Clear,5.8,Safe
Vaishno Devi (Katra),13.5,Cloudy,13.2,Safe
Amritsar,18.1,Clear,17.9,Safe
Udaipur,13.1,Cloudy,6.3,Safe
Dwarka,30.0,Fog,24.7,Safe
Goa,22.8,Rain,11.6,Safe
Shirdi,28.9,Rain,44.2,Moderate
Aurangabad,13.4,Clear,14.8,Safe
Kanyakumari,21.5,Rain,44.8,Moderate
Vijayawada,29.1,Cloudy,25.9,Safe
Kolkata,19.3,Clear,19.8,Safe
Madurai,20.8,Clear,10.3,Safe
Shirdi,14.7,Clear,22.7,Safe
Jaipur,21.5,Rain,40.2,Moderate
Jodhpur,43.3,Clear,7.7,Safe
Thiruvananthapuram,20.6,Storm,21.9,Moderate
Tirupati,32.4,Rain,16.4,Safe
Ayodhya,17.8,Clear,44.9,Safe
Jodhpur,35.9,Clear,12.1,Safe
Pushkar,44.9,Clear,67.9,Moderate
Somnath,32.9,Clear,26.9,Safe
Bengaluru,26.2,Clear,25.1,Safe
Nainital,8.3,Rain,37.4,Moderate
Shirdi,15.0,Cloudy,15.9,Safe
Udaipur,13.2,Rain,18.0,Safe
Munnar,20.2,Heavy Rain,10.1,Moderate
Pune,35.7,Clear,7.8,Safe
Madurai,17.3,Rain,33.6,Moderate
Srinagar,3.5,Cloudy,41.1,Safe
Kochi,26.0,Heavy Rain,47.3,Unsafe
Mathura & Vrindavan,37.0,Clear,33.6,Safe
Agra,37.8,Cloudy,33.8,Safe
Shimla,-1.8,Cloudy,44.3,Safe
Jodhpur,31.0,Clear,30.7,Safe
Rameswaram,21.5,Heavy Rain,46.3,Unsafe
Vijayawada,16.3,Cloudy,18.0,Safe
Visakhapatnam,34.9,Rain,17.6,Safe
Aurangabad,34.6,Rain,32.9,Moderate
Bengaluru,18.5,Rain,29.7,Safe
Mysuru,21.4,Clear,35.7,Safe
Hampi,14.8,Clear,27.4,Safe
Srinagar,9.5,Cloudy,13.6,Safe
Lucknow,35.0,Fog,8.5,Safe
Nashik,25.6,Clear,21.1,Safe
Rameswaram,26.2,Rain,9.5,Safe
Vaishno Devi (Katra),1.6,Cloudy,32.1,Safe
Pushkar,29.2,Storm,43.7,Moderate
Visakhapatnam,31.0,Heavy Rain,41.3,Unsafe
Jaisalmer,39.4,Clear,66.0,Moderate
Nainital,14.4,Rain,30.9,Moderate
Aurangabad,27.7,Clear,20.0,Safe
Kanyakumari,34.2,Rain,57.8,Moderate
Mathura & Vrindavan,23.1,Fog,13.9,Safe
Shimla,-2.1,Clear,32.4,Moderate
Ooty,22.6,Clear,26.3,Safe
Mumbai,22.5,Storm,44.1,Moderate
Dharamshala,8.9,Clear,5.9,Safe
Chennai,27.5,Clear,59.0,Moderate
Jaipur,38.3,Clear,42.6,Safe
Chennai,26.9,Clear,30.4,Safe
Nashik,34.9,Clear,43.9,Safe
Mumbai,23.6,Clear,22.4,Safe
Jaisalmer,36.1,Clear,25.0,Safe
Dharamshala,9.5,Cloudy,40.5,Safe
Statue of Unity (Kevadia),19.7,Clear,12.1,Safe
Somnath,17.3,Clear,29.2,Safe
Amritsar,36.3,Rain,14.6,Safe
Somnath,34.3,Cloudy,10.0,Safe
Coorg,23.7,Clear,28.6,Safe
Lucknow,28.0,Clear,17.1,Safe
Jaipur,33.9,Heavy Rain,39.1,Moderate
Munnar,29.7,Clear,12.7,Safe
Munnar,22.7,Clear,38.1,Safe
Rameswaram,30.2,Clear,10.5,Safe
Ayodhya,23.2,Clear,13.2,Safe
Varanasi,38.2,Clear,9.6,Safe
Munnar,33.3,Clear,53.0,Moderate
Mumbai,26.4,Heavy Rain,12.7,Moderate
Pushkar,39.2,Clear,15.5,Safe
Thiruvananthapuram,34.5,Clear,50.4,Moderate
Ajmer,17.4,Fog,43.8,Moderate
Udaipur,27.3,Clear,42.7,Safe
Mysuru,30.6,Clear,34.0,Safe
Ooty,12.8,Cloudy,25.9,Safe
Mumbai,31.1,Fog,23.2,Safe
Udaipur,10.3,Rain,38.4,Moderate
Alleppey,25.3,Heavy Rain,54.3,Unsafe
Prayagraj,31.0,Fog,25.0,Safe
Delhi,14.8,Rain,42.1,Moderate
Statue of Unity (Kevadia),12.7,Rain,41.5,Moderate
Kodaikanal,20.0,Clear,6.2,Safe
Coorg,20.5,Cloudy,10.8,Safe
Dharamshala,3.6,Cloudy,12.0,Safe
Agra,28.1,Clear,13.8,Safe
Statue of Unity (Kevadia),16.9,Rain,41.4,Moderate
Amritsar,38.7,Fog,39.2,Moderate
Goa,32.2,Clear,15.5,Safe
Statue of Unity (Kevadia),33.8,Rain,18.1,Safe
Ahmedabad,35.7,Fog,28.8,Safe
Darjeeling,1.0,Snow,13.1,Moderate
Alleppey,28.3,Clear,55.8,Moderate
Coorg,24.0,Rain,30.1,Moderate
Darjeeling,2.7,Rain,6.4,Moderate
Thiruvananthapuram,34.5,Cloudy,5.3,Safe
Vijayawada,12.1,Clear,14.1,Safe
Darjeeling,5.1,Rain,36.8,Moderate
Ahmedabad,37.3,Clear,38.7,Safe
Somnath,34.9,Clear,34.1,Safe
Rishikesh & Haridwar,9.0,Clear,36.5,Safe
Goa,24.6,Clear,6.3,Safe
Pushkar,22.5,Clear,8.0,Safe
Vijayawada,37.7,Fog,24.1,Safe
Ayodhya,21.4,Storm,37.7,Moderate
Varanasi,25.9,Clear,18.0,Safe
Ayodhya,25.1,Rain,16.2,Safe
Dwarka,31.6,Clear,33.6,Safe
Dwarka,29.5,Clear,8.9,Safe
Prayagraj,32.7,Clear,31.1,Safe
Visakhapatnam,31.1,Rain,43.3,Moderate
Jaisalmer,26.8,Storm,49.0,Moderate
Ahmedabad,14.3,Clear,24.0,Safe
Kochi,28.0,Clear,21.5,Safe
Vijayawada,35.8,Clear,24.0,Safe
Prayagraj,25.3,Clear,38.4,Safe
Jaisalmer,33.1,Clear,54.1,Moderate
Mysuru,35.9,Rain,33.2,Moderate
Hampi,15.7,Clear,19.3,Safe
Amritsar,10.1,Clear,14.8,Safe
Rameswaram,27.3,Rain,19.8,Safe
Coorg,18.4,Rain,5.5,Safe
Jaipur,12.4,Clear,31.5,Safe
Pune,15.7,Heavy Rain,29.5,Safe
Lucknow,16.2,Clear,39.8,Safe
Ajmer,29.5,Fog,18.7,Safe
Mysuru,19.5,Heavy Rain,34.1,Moderate
Munnar,32.7,Clear,60.0,Moderate
Goa,31.7,Heavy Rain,46.2,Unsafe
Mathura & Vrindavan,15.3,Rain,23.6,Safe
Pushkar,22.7,Clear,34.4,Safe
Dharamshala,14.7,Rain,10.9,Moderate
Kolkata,10.3,Clear,11.0,Safe
Goa,32.6,Fog,52.4,Moderate
Delhi,23.7,Clear,19.1,Safe
Alleppey,24.7,Cloudy,15.2,Safe
Hampi,16.5,Cloudy,21.4,Safe
Rishikesh & Haridwar,0.9,Clear,41.6,Safe
Jaipur,28.6,Clear,42.5,Safe
Pushkar,24.0,Clear,29.4,Safe
Munnar,23.2,Cloudy,52.1,Moderate
Thiruvananthapuram,34.8,Clear,34.6,Safe
Goa,21.9,Cloudy,40.7,Safe
Darjeeling,14.0,Clear,31.1,Safe
Tirupati,16.6,Rain,12.8,Safe
Delhi,12.8,Clear,30.2,Safe
Nainital,-4.7,Heavy Snow,24.5,Unsafe
Delhi,15.4,Cloudy,29.3,Safe
Goa,24.0,Clear,53.9,Moderate
Lucknow,25.8,Rain,24.0,Safe
Munnar,20.9,Heavy Rain,52.6,Unsafe
Goa,22.8,Storm,44.9,Unsafe
Udaipur,18.2,Cloudy,16.7,Safe
Nainital,3.7,Fog,37.0,Moderate
Vijayawada,20.7,Rain,24.5,Safe
Chennai,23.7,Clear,20.2,Safe
Aurangabad,35.9,Cloudy,13.5,Safe
Chennai,27.1,Cloudy,41.5,Safe
Pushkar,22.7,Cloudy,18.4,Safe
Jaipur,33.7,Clear,7.1,Safe
Jodhpur,30.2,Clear,26.9,Safe
Thiruvananthapuram,34.4,Clear,52.3,Moderate
Darjeeling,13.7,Cloudy,12.9,Safe
Somnath,36.1,Fog,8.0,Safe
Delhi,24.5,Cloudy,26.9,Safe
Alleppey,25.1,Cloudy,8.5,Safe
Udaipur,30.8,Rain,24.8,Safe
Vijayawada,13.1,Clear,33.6,Safe
Pushkar,42.0,Clear,37.3,Moderate
Agra,35.9,Fog,16.2,Safe
Coorg,9.0,Rain,12.9,Safe
Vijayawada,18.8,Rain,12.6,Safe
Jaipur,20.3,Clear,35.1,Safe
Tirupati,15.5,Clear,25.2,Safe
Jodhpur,29.4,Cloudy,11.9,Safe
Shimla,2.9,Rain,23.0,Moderate
Nainital,6.8,Fog,13.4,Moderate
Kodaikanal,14.5,Clear,5.9,Safe
Munnar,30.4,Heavy Rain,28.8,Moderate
Varanasi,27.1,Clear,36.4,Safe
Shimla,13.6,Clear,26.5,Safe
Manali,7.2,Clear,18.1,Safe
Vaishno Devi (Katra),-3.4,Heavy Snow,13.8,Unsafe
Hampi,19.3,Clear,32.9,Safe
Aurangabad,16.9,Clear,15.4,Safe
Kolkata,27.8,Clear,37.3,Safe
Jaipur,19.9,Rain,13.2,Safe
Udaipur,16.5,Clear,44.7,Safe
Ahmedabad,34.6,Clear,9.2,Safe
Thiruvananthapuram,29.1,Rain,24.7,Safe
Darjeeling,4.7,Fog,21.1,Moderate
Madurai,26.5,Clear,26.2,Safe
Manali,8.4,Clear,35.6,Safe
Ooty,9.5,Clear,27.3,Safe
Srinagar,14.1,Fog,29.5,Moderate
Visakhapatnam,32.0,Fog,53.2,Moderate
Vaishno Devi (Katra),13.5,Clear,27.5,Safe
Varanasi,26.7,Rain,11.2,Safe
Mumbai,33.3,Clear,25.1,Safe
Ahmedabad,32.0,Clear,16.8,Safe
Hampi,14.0,Clear,23.1,Safe
Madurai,22.2,Clear,19.2,Safe
Dharamshala,-4.7,Rain,43.4,Unsafe
Ooty,9.6,Cloudy,23.4,Safe
Jodhpur,34.6,Clear,28.5,Safe
Kodaikanal,23.9,Rain,19.5,Safe
Goa,29.6,Rain,46.1,Moderate
Jodhpur,37.3,Clear,27.2,Safe
Kodaikanal,15.1,Clear,21.4,Safe
Tirupati,21.6,Cloudy,16.3,Safe
Goa,29.9,Clear,11.4,Safe
Shimla,5.7,Clear,10.8,Safe
Statue of Unity (Kevadia),37.7,Rain,10.6,Safe
Kanyakumari,33.3,Cloudy,25.8,Safe
Somnath,25.3,Clear,18.0,Safe
Jodhpur,40.2,Clear,20.6,Safe
Bengaluru,21.7,Clear,39.1,Safe
Amritsar,11.3,Clear,6.6,Safe
Coorg,9.8,Clear,22.1,Safe
Dwarka,18.6,Clear,11.5,Safe
Vaishno Devi (Katra),0.7,Clear,23.3,Safe
Kolkata,28.4,Rain,25.8,Safe
Mathura & Vrindavan,35.1,Heavy Rain,6.5,Moderate
Vaishno Devi (Katra),6.6,Clear,39.6,Safe
Kodaikanal,10.3,Clear,17.3,Safe
Thiruvananthapuram,32.7,Rain,39.5,Moderate
Delhi,23.6,Clear,12.8,Safe
Chennai,25.7,Heavy Rain,54.9,Unsafe
Bengaluru,36.1,Clear,31.1,Safe
Amritsar,29.8,Clear,23.0,Safe
Kolkata,25.0,Clear,27.4,Safe
Munnar,22.4,Cloudy,21.8,Safe
Kochi,22.2,Clear,50.4,Moderate
Chennai,22.0,Clear,46.1,Safe
Chennai,26.2,Clear,25.7,Safe
Tirupati,31.1,Storm,36.0,Unsafe
Mathura & Vrindavan,11.9,Rain,23.3,Safe
Bengaluru,25.9,Clear,20.7,Safe
Delhi,25.1,Cloudy,36.4,Safe
Goa,22.9,Fog,46.7,Moderate
Delhi,23.5,Rain,10.0,Safe
Vijayawada,29.1,Cloudy,15.9,Safe
Alleppey,32.9,Cloudy,49.0,Safe
Darjeeling,-1.3,Cloudy,23.3,Safe
Udaipur,14.6,Clear,13.7,Safe
Munnar,22.3,Rain,48.2,Moderate
Varanasi,31.9,Clear,17.5,Safe
Manali,0.2,Snow,6.2,Moderate
Somnath,31.2,Cloudy,16.2,Safe
Rameswaram,21.1,Cloudy,45.2,Safe
Ooty,18.9,Cloudy,16.3,Safe
Madurai,33.5,Cloudy,39.3,Safe
Kochi,26.2,Rain,39.0,Moderate
Jodhpur,39.0,Storm,63.8,Unsafe
Srinagar,7.4,Fog,38.3,Moderate
Mysuru,30.8,Clear,26.1,Safe
Mysuru,23.7,Cloudy,42.3,Safe
Jaipur,25.7,Rain,12.7,Safe
Kolkata,29.6,Clear,33.4,Safe
Manali,13.9,Clear,43.8,Safe
Vaishno Devi (Katra),8.2,Clear,18.4,Safe
Somnath,25.0,Clear,7.3,Safe
Rishikesh & Haridwar,14.1,Fog,12.0,Moderate
Somnath,16.7,Fog,41.9,Moderate
Amritsar,23.0,Rain,11.6,Safe
Shimla,7.9,Clear,29.6,Safe
Jodhpur,25.8,Clear,36.4,Safe
Visakhapatnam,21.4,Rain,50.2,Moderate
Munnar,26.2,Cloudy,31.7,Safe
Visakhapatnam,32.0,Cloudy,34.7,Safe
Kodaikanal,23.6,Rain,13.2,Safe
Vijayawada,18.4,Clear,10.2,Safe
Munnar,31.6,Cloudy,13.3,Safe
Hampi,22.8,Clear,32.8,Safe
Vijayawada,11.0,Clear,35.8,Safe
Vaishno Devi (Katra),-0.4,Fog,5.9,Moderate
Varanasi,29.2,Clear,22.4,Safe
Kolkata,12.0,Storm,17.5,Moderate
Nashik,38.3,Clear,43.1,Safe
Goa,27.5,Fog,27.3,Safe
Nashik,22.3,Clear,20.8,Safe
Shirdi,30.3,Heavy Rain,6.0,Moderate
Kochi,32.6,Heavy Rain,48.1,Unsafe
Tirupati,28.2,Rain,39.3,Moderate
Lucknow,25.1,Fog,6.7,Safe
Aurangabad,17.2,Cloudy,17.4,Safe
Jodhpur,39.9,Clear,28.6,Safe
Nainital,7.1,Clear,30.7,Safe
Alleppey,31.7,Rain,35.8,Moderate
Mysuru,26.1,Clear,36.4,Safe
Srinagar,7.0,Cloudy,33.9,Safe
Vijayawada,39.2,Cloudy,15.9,Safe
Dwarka,11.6,Clear,38.2,Safe
Mysuru,35.4,Rain,45.0,Moderate
Munnar,20.7,Cloudy,55.2,Moderate
Kodaikanal,11.8,Clear,29.9,Safe
Jaisalmer,38.2,Storm,46.6,Moderate
Mysuru,38.5,Clear,17.1,Safe
Alleppey,33.1,Rain,48.7,Moderate
Lucknow,21.0,Rain,28.0,Safe
Darjeeling,2.7,Cloudy,13.4,Safe
Mumbai,29.5,Heavy Rain,8.9,Moderate
Visakhapatnam,20.1,Clear,13.0,Safe
Coorg,18.9,Fog,26.5,Safe
Madurai,34.3,Clear,39.0,Safe
Mathura & Vrindavan,27.9,Clear,25.6,Safe
Agra,22.4,Cloudy,12.8,Safe
Madurai,39.5,Clear,12.0,Safe
Lucknow,37.5,Clear,7.5,Safe
Varanasi,39.9,Cloudy,22.5,Safe
Madurai,39.7,Clear,32.4,Safe
Srinagar,9.9,Rain,35.4,Moderate
Pushkar,23.8,Clear,13.7,Safe
Jaipur,35.4,Clear,10.1,Safe
Srinagar,3.2,Clear,14.7,Safe
Rishikesh & Haridwar,0.4,Clear,17.5,Safe
Nainital,1.3,Cloudy,17.0,Safe
Delhi,19.5,Storm,24.5,Safe
Jodhpur,41.7,Clear,15.3,Safe
Mathura & Vrindavan,14.4,Clear,29.1,Safe
Kochi,22.4,Cloudy,53.1,Moderate
Ooty,20.4,Cloudy,31.9,Safe
Kochi,26.8,Clear,46.5,Safe
Rameswaram,24.6,Rain,45.7,Moderate
Jaipur,34.8,Clear,12.1,Safe
Udaipur,35.8,Clear,11.3,Safe
Srinagar,-0.6,Snow,8.8,Moderate
Nashik,26.1,Clear,41.5,Safe
Alleppey,29.2,Fog,8.3,Safe
Varanasi,10.6,Fog,40.1,Moderate
Pushkar,32.0,Clear,14.3,Safe
Alleppey,32.1,Clear,32.2,Safe
Lucknow,28.2,Clear,41.2,Safe
Nainital,7.4,Clear,7.0,Safe
Kochi,24.4,Cloudy,48.3,Safe
Chennai,24.3,Heavy Rain,45.2,Unsafe
Kodaikanal,18.5,Cloudy,24.7,Safe
Jodhpur,21.4,Clear,16.6,Safe
Mumbai,31.8,Clear,19.3,Safe
Udaipur,18.1,Clear,41.8,Safe
Vijayawada,13.7,Rain,15.0,Safe
Statue of Unity (Kevadia),20.2,Rain,17.3,Safe
Kolkata,19.3,Clear,11.0,Safe
Aurangabad,30.5,Fog,40.2,Moderate
Ooty,16.1,Clear,32.1,Safe
Kanyakumari,33.4,Rain,8.2,Safe
Pushkar,21.4,Storm,33.8,Moderate
Ahmedabad,12.9,Rain,33.9,Moderate
Pune,13.1,Clear,13.8,Safe
Aurangabad,25.2,Clear,29.1,Safe
Somnath,10.6,Clear,35.9,Safe
Nashik,27.6,Cloudy,20.8,Safe
Munnar,24.8,Rain,23.2,Safe
Lucknow,18.6,Rain,29.3,Safe
Vijayawada,18.5,Cloudy,10.3,Safe
Vijayawada,18.3,Rain,41.6,Moderate
Jodhpur,30.6,Storm,13.9,Moderate
Pushkar,38.8,Clear,32.3,Safe
Kanyakumari,20.1,Cloudy,17.8,Safe
Shimla,7.5,Rain,5.8,Moderate
Kochi,27.1,Clear,25.4,Safe
Jaisalmer,33.4,Clear,30.6,Safe
Mysuru,25.5,Cloudy,7.0,Safe
Munnar,27.7,Clear,29.0,Safe
Rameswaram,25.2,Heavy Rain,29.1,Moderate
Alleppey,34.7,Clear,10.6,Safe
Visakhapatnam,22.4,Clear,27.0,Safe
