Destination,Condition,Hotel_Rating,Price
Nashik,Clear,2,1750
Dwarka,Clear,3,2490
Alleppey,Fog,1,1460
Tirupati,Clouds,5,4190
Kochi,Rain,2,2090
Srinagar,Fog,3,1880
Rishikesh & Haridwar,Rain,1,2150
Pune,Clouds,1,1530
Coorg,Fog,3,2030
Goa,Clouds,5,6280
Bengaluru,Clear,1,3480
Visakhapatnam,Rain,4,2990
Rishikesh & Haridwar,Clear,4,3210
Aurangabad,Clouds,3,1990
Nashik,Clear,1,1560
Amritsar,Clouds,3,3870
Shirdi,Clear,3,2560
Rishikesh & Haridwar,Clouds,2,2150
Ahmedabad,Clear,1,1590
Kodaikanal,Clear,2,3100
Munnar,Rain,3,3690
Kanyakumari,Clouds,1,1640
Madurai,Heavy Rain,4,2910
Delhi,Clear,5,7000
Hampi,Rain,5,6460
Somnath,Rain,4,3530
Varanasi,Fog,3,1940
Mathura & Vrindavan,Clear,2,1710
Kanyakumari,Clouds,1,1490
Thiruvananthapuram,Clear,5,3220
Kodaikanal,Rain,3,3630
Tirupati,Clouds,4,3130
Nashik,Clear,1,1490
Varanasi,Clouds,2,1900
Kanyakumari,Clouds,1,1600
Ahmedabad,Clear,1,1590
Kanyakumari,Clear,1,1500
Alleppey,Fog,2,1840
Thiruvananthapuram,Clouds,2,1840
Vijayawada,Clear,4,2560
Somnath,Clouds,1,1830
Bengaluru,Clear,1,3520
Varanasi,Clouds,4,2660
Vijayawada,Clear,2,1750
Munnar,Clear,4,3760
Agra,Clear,5,5710
Visakhapatnam,Rain,3,2250
Jaisalmer,Clear,3,3400
Darjeeling,Rain,2,2100
Amritsar,Clear,2,3130
Thiruvananthapuram,Clear,4,2530
Jodhpur,Clear,2,3220
Amritsar,Clear,4,4390
Thiruvananthapuram,Heavy Rain,5,3910
Mysuru,Heavy Rain,5,3720
Tirupati,Clear,5,4130
Visakhapatnam,Rain,3,2280
Mumbai,Rain,2,2000
Ayodhya,Clear,5,3960
Manali,Fog,3,3400
Ahmedabad,Rain,2,2140
Pune,Clouds,4,2760
Rameswaram,Fog,1,1530
Alleppey,Clear,5,3090
Madurai,Clear,5,3230
Agra,Heavy Rain,3,4150
Varanasi,Clear,1,1500
Shirdi,Clouds,4,3030
Dwarka,Clear,1,1760
Aurangabad,Clear,1,1440
Rameswaram,Rain,3,2270
Jaisalmer,Clear,2,3330
Jaipur,Clear,4,4140
Darjeeling,Clouds,5,3440
Bengaluru,Heavy Rain,3,5670
Hampi,Clouds,4,4680
Mumbai,Clear,1,1500
Ooty,Clear,3,3090
Amritsar,Clouds,5,5710
Bengaluru,Rain,2,5030
Jaisalmer,Storm,4,5100
Kochi,Rain,3,2260
Goa,Rain,4,5280
Varanasi,Clear,4,2610
Hampi,Clouds,1,2940
Mumbai,Clear,4,2410
Nashik,Storm,2,2240
Udaipur,Clouds,5,5870
Pushkar,Clear,3,1910
Thiruvananthapuram,Rain,4,2750
Shimla,Rain,1,1640
Rameswaram,Rain,5,3610
Amritsar,Rain,2,3520
Ahmedabad,Clear,3,2130
Statue of Unity (Kevadia),Clear,2,1720
Visakhapatnam,Clear,3,2130
Kolkata,Rain,1,4470
Srinagar,Clear,3,2080
Rameswaram,Clouds,5,3610
Munnar,Clouds,5,5160
Mysuru,Clear,5,3410
Bengaluru,Clear,2,3890
Madurai,Clear,5,3310
Jodhpur,Clear,5,5610
Goa,Clear,4,4130
Shirdi,Rain,1,2000
Coorg,Rain,2,2220
Ooty,Clear,3,3020
Varanasi,Rain,1,1840
Darjeeling,Clear,5,3430
Visakhapatnam,Rain,4,2910
Somnath,Rain,2,2410
Vijayawada,Clear,4,2440
Rameswaram,Rain,2,2110
Manali,Clear,4,4140
Alleppey,Clouds,1,1600
Kochi,Rain,1,1690
Aurangabad,Clear,2,1730
Manali,Clear,3,3130
Vaishno Devi (Katra),Clouds,2,1910
Shirdi,Clear,4,3000
Dwarka,Clouds,5,3830
Kanyakumari,Fog,1,1490
Statue of Unity (Kevadia),Heavy Rain,2,2130
Kochi,Rain,1,1710
Lucknow,Rain,5,3610
Jodhpur,Clear,4,4220
Srinagar,Clear,2,1740
Ajmer,Clear,3,3500
Madurai,Clouds,1,1580
Mathura & Vrindavan,Clear,3,2000
Prayagraj,Fog,2,2170
Srinagar,Clear,5,3200
Agra,Clear,4,4230
Dharamshala,Clear,2,1850
Pune,Storm,1,1930
Manali,Clear,5,5270
Kodaikanal,Fog,1,2500
Kolkata,Clear,3,4610
Pune,Clear,5,3210
Jodhpur,Clear,4,4320
Dharamshala,Clear,5,3220
Lucknow,Clear,5,3190
Munnar,Rain,4,4540
Goa,Fog,1,2790
Ajmer,Clouds,4,4540
Prayagraj,Clear,2,2170
Jaipur,Clouds,3,3570
Tirupati,Clear,1,1710
Hampi,Clear,5,5680
Kolkata,Clear,3,4660
Prayagraj,Clouds,4,3270
Chennai,Clear,2,3870
Madurai,Clouds,4,2800
Prayagraj,Clear,1,1860
Lucknow,Fog,4,2430
Mathura & Vrindavan,Clear,5,3150
Pune,Clear,3,1980
Kanyakumari,Fog,5,3090
Munnar,Clear,4,4220
Rameswaram,Clear,1,1540
Nainital,Rain,4,4510
Mumbai,Heavy Rain,3,2390
Goa,Clouds,5,5880
Statue of Unity (Kevadia),Rain,5,3820
Tirupati,Clear,2,2210
Thiruvananthapuram,Clouds,5,3440
Coorg,Rain,2,2050
Madurai,Fog,5,3090
Prayagraj,Storm,2,2670
Jaipur,Clear,5,5340
Ayodhya,Clear,3,2310
Dwarka,Clear,2,2090
Madurai,Clear,4,2630
Lucknow,Rain,2,2220
Kochi,Clouds,5,3210
Ajmer,Clear,4,4710
Kodaikanal,Clear,3,3180
Vijayawada,Clear,1,1460
Vaishno Devi (Katra),Fog,5,3090
Varanasi,Clear,5,3320
Dwarka,Clear,2,2330
Jaisalmer,Clear,3,3470
Statue of Unity (Kevadia),Rain,4,3060
Kanyakumari,Clear,2,1860
Delhi,Clear,1,3500
Visakhapatnam,Clear,4,2370
Kolkata,Rain,5,8710
Udaipur,Clouds,4,4520
Kolkata,Rain,1,4080
Varanasi,Heavy Rain,2,2080
Lucknow,Fog,2,1810
Shimla,Clear,1,1420
Agra,Clear,3,3630
Delhi,Storm,3,5170
Ajmer,Clear,4,4230
Kodaikanal,Clear,5,5140
Pushkar,Clear,2,1750
Nainital,Clouds,1,2410
Kodaikanal,Rain,1,2810
Shirdi,Clear,1,1940
Jodhpur,Clear,3,3490
Darjeeling,Clear,1,1590
Dwarka,Clear,3,2580
Kodaikanal,Rain,1,2630
Shimla,Rain,3,2420
Manali,Rain,4,4780
Chennai,Clouds,3,4820
Vaishno Devi (Katra),Clouds,3,2110
Vijayawada,Clear,3,2150
Mathura & Vrindavan,Clear,2,1840
Delhi,Fog,3,4550
Kanyakumari,Clear,1,1500
Jaipur,Clear,4,4170
Srinagar,Clouds,4,2740
Vaishno Devi (Katra),Clouds,3,2030
Jodhpur,Clear,2,3290
Thiruvananthapuram,Fog,5,3320
Madurai,Clear,2,1850
Rameswaram,Clouds,5,3320
Bengaluru,Clear,2,4200
Srinagar,Fog,2,1890
Ajmer,Clear,3,3380
Agra,Clear,4,4140
Kolkata,Rain,2,4990
Chennai,Clear,1,3480
Lucknow,Storm,4,2990
Lucknow,Clear,5,3340
Dharamshala,Clear,4,2350
Vaishno Devi (Katra),Rain,1,1700
Munnar,Clouds,2,2840
Coorg,Fog,2,1850
Mathura & Vrindavan,Clear,1,1490
Madurai,Clear,3,2060
Ooty,Fog,4,3980
Alleppey,Rain,4,3070
Somnath,Clear,4,3130
Varanasi,Clear,1,1620
Bengaluru,Clear,5,7240
Amritsar,Clouds,1,2630
Darjeeling,Clear,2,1820
Kochi,Clear,3,2090
Vaishno Devi (Katra),Clear,3,2060
Kodaikanal,Clear,2,2850
Udaipur,Fog,5,5830
Darjeeling,Clouds,3,2100
Tirupati,Clear,3,2360
Thiruvananthapuram,Clouds,4,2810
Delhi,Clear,3,4640
Jaipur,Clouds,3,3810
Bengaluru,Rain,5,9540
Hampi,Clouds,1,2760
Srinagar,Snow,2,1740
Thiruvananthapuram,Rain,2,2090
Hampi,Rain,2,3820
Lucknow,Clear,3,2140
Prayagraj,Heavy Rain,4,3540
Darjeeling,Rain,4,2760
Visakhapatnam,Heavy Rain,4,2810
Varanasi,Clear,1,1480
Bengaluru,Clear,1,3360
Darjeeling,Clear,5,3410
Alleppey,Clouds,5,3390
Rishikesh & Haridwar,Fog,1,1720
Delhi,Fog,5,7200
Pushkar,Clouds,4,2710
Ahmedabad,Fog,1,1440
Srinagar,Rain,4,2790
Nashik,Rain,2,2030
Udaipur,Fog,3,3300
Ajmer,Clouds,2,3310
Agra,Clear,4,4170
Kolkata,Clear,3,4430
Vijayawada,Rain,1,1640
Agra,Rain,1,3210
Agra,Rain,2,3480
Shimla,Clear,1,1520
Kolkata,Clear,2,4370
Vaishno Devi (Katra),Clear,4,2410
Manali,Clear,4,4290
Thiruvananthapuram,Clouds,1,1690
Munnar,Clouds,5,5710
Shimla,Heavy Snow,2,1760
Goa,Clear,5,6000
Varanasi,Rain,3,2330
Tirupati,Fog,2,2040
Goa,Rain,1,3200
Ooty,Clear,4,4290
Shimla,Clouds,3,2230
Jaisalmer,Clear,5,5710
Aurangabad,Clear,3,1910
Bengaluru,Storm,3,5650
Kolkata,Clouds,2,4160
Agra,Clear,5,5340
Shirdi,Storm,1,2090
Mathura & Vrindavan,Clouds,1,1550
Manali,Snow,3,3240
Dharamshala,Clear,3,2020
Kolkata,Fog,3,4750
Shimla,Fog,1,1590
Kolkata,Clouds,5,8100
Somnath,Clear,2,2080
Hampi,Clouds,4,4940
Kolkata,Rain,5,8990
Srinagar,Clear,5,3190
Madurai,Clear,1,1470
Darjeeling,Clear,5,3270
Hampi,Clear,5,5670
Manali,Fog,4,4170
Somnath,Rain,5,4600
Dharamshala,Clouds,3,2160
Mathura & Vrindavan,Rain,5,3840
Madurai,Clear,3,1900
Jaisalmer,Clear,4,4490
Jodhpur,Clear,5,5410
Alleppey,Clear,3,2130
Varanasi,Clouds,5,3420
Visakhapatnam,Clear,4,2430
Rishikesh & Haridwar,Snow,3,2550
Jaisalmer,Clouds,3,3540
Pushkar,Storm,5,3730
Agra,Clear,3,3330
Thiruvananthapuram,Clear,4,2410
Jaisalmer,Clear,4,4330
Kolkata,Clear,2,4140
Pune,Clouds,2,1810
Visakhapatnam,Clear,4,2600
Agra,Clouds,2,3480
Varanasi,Clear,4,2400
Shimla,Clouds,4,2520
Thiruvananthapuram,Rain,4,3050
Somnath,Clouds,2,2340
Chennai,Clear,3,4580
Pushkar,Clear,1,1600
Kochi,Rain,4,3050
Visakhapatnam,Storm,2,2330
Coorg,Clear,1,1610
Amritsar,Clear,2,3110
Agra,Fog,1,2810
Bengaluru,Fog,1,3200
Darjeeling,Fog,3,1890
Nainital,Clouds,2,3070
Madurai,Rain,3,2210
Alleppey,Clear,2,1800
Delhi,Clear,4,5300
Ajmer,Clear,5,5300
Dharamshala,Clouds,2,1980
Hampi,Clouds,4,4340
Ajmer,Clouds,1,2880
Mathura & Vrindavan,Clear,3,2110
Pushkar,Clear,1,1550
Pune,Clouds,5,3180
Hampi,Clouds,5,6080
Nashik,Rain,2,2200
Chennai,Storm,5,9070
Agra,Clear,2,3310
Madurai,Clouds,5,3540
Manali,Clouds,2,3000
Somnath,Rain,4,3690
Pune,Clear,1,1620
Thiruvananthapuram,Clear,2,1870
Kochi,Clouds,1,1590
Mysuru,Storm,1,1890
Ayodhya,Clouds,2,2360
Vijayawada,Storm,3,2540
Delhi,Rain,5,8670
Dwarka,Clear,5,3880
Hampi,Clouds,3,3510
Delhi,Clear,2,4150
Dharamshala,Clouds,4,2630
Ajmer,Rain,2,3780
Varanasi,Clouds,1,1680
Visakhapatnam,Fog,4,2470
Pune,Rain,3,2180
Aurangabad,Clear,4,2520
Dwarka,Clear,5,3620
Pushkar,Clear,4,2540
Varanasi,Rain,2,2110
Alleppey,Clear,5,3140
Vaishno Devi (Katra),Clear,3,2010
Jodhpur,Clear,5,5840
Ahmedabad,Rain,5,3940
Pune,Clear,5,3020
Mathura & Vrindavan,Rain,1,1620
Thiruvananthapuram,Heavy Rain,3,2210
Pune,Clouds,1,1650
Udaipur,Clear,3,3730
Somnath,Rain,1,2160
Visakhapatnam,Clear,3,1990
Hampi,Rain,5,6560
Srinagar,Rain,1,1670
Statue of Unity (Kevadia),Clouds,4,2640
Visakhapatnam,Fog,3,1930
Prayagraj,Clear,1,1850
Udaipur,Clouds,4,4320
Ayodhya,Clouds,2,2390
Udaipur,Clear,3,3730
Dwarka,Clear,3,2520
Ahmedabad,Clear,5,3190
Jaisalmer,Clear,1,2490
Madurai,Fog,1,1590
Amritsar,Clouds,1,2640
Vaishno Devi (Katra),Clouds,5,3470
Aurangabad,Clouds,3,2110
Jodhpur,Clear,4,4540
Dwarka,Rain,2,2450
Jaisalmer,Clear,4,4160
Ayodhya,Clear,5,3810
Visakhapatnam,Clouds,2,1840
Visakhapatnam,Heavy Rain,1,1670
Goa,Clear,1,2740
Nainital,Fog,5,4970
Alleppey,Clear,2,1700
Coorg,Clouds,4,2480
Ajmer,Clouds,4,4800
Vaishno Devi (Katra),Clear,1,1530
Dwarka,Clear,5,4010
Kanyakumari,Rain,5,3600
Goa,Clear,3,3430
Tirupati,Clear,3,2510
Kanyakumari,Clear,1,1580
Srinagar,Clear,3,2120
Nashik,Fog,2,1780
Bengaluru,Clouds,1,3410
Nainital,Clouds,4,4370
Ahmedabad,Fog,5,3410
Rishikesh & Haridwar,Clouds,2,2430
Madurai,Clear,5,3120
Goa,Clear,1,2640
Delhi,Rain,2,4830
Madurai,Clear,3,1900
Kolkata,Rain,3,5950
Mumbai,Clear,4,2370
Rishikesh & Haridwar,Rain,5,4410
Pushkar,Clear,4,2450
Alleppey,Clouds,4,2660
Ayodhya,Rain,5,4650
Varanasi,Clear,3,2100
Vaishno Devi (Katra),Clear,1,1610
Visakhapatnam,Heavy Rain,5,3700
Goa,Clear,5,5360
Kanyakumari,Rain,4,2780
Statue of Unity (Kevadia),Clear,3,1960
Darjeeling,Clear,2,1880
Srinagar,Snow,3,2070
Ahmedabad,Clear,3,1970
Aurangabad,Clear,4,2400
Manali,Rain,3,3770
Madurai,Clear,5,3390
Lucknow,Rain,4,2700
Pune,Rain,1,1710
Pune,Clouds,4,2720
Kanyakumari,Clouds,2,1930
Rameswaram,Rain,1,1670
Nainital,Clouds,3,3250
Kanyakumari,Fog,5,3150
Udaipur,Rain,5,6480
Agra,Clear,1,2520
Agra,Clear,5,5400
Bengaluru,Clear,1,3580
Mathura & Vrindavan,Rain,2,1970
Udaipur,Clear,4,4550
Shimla,Clouds,3,2230
Amritsar,Rain,2,3650
Visakhapatnam,Rain,5,3950
Ahmedabad,Rain,2,2150
Kodaikanal,Rain,2,3390
Nainital,Snow,4,3920
Thiruvananthapuram,Clear,2,1820
Statue of Unity (Kevadia),Clouds,3,1970
Tirupati,Clouds,1,2040
Shimla,Clear,4,2650
Goa,Clear,2,3120
Darjeeling,Rain,4,2760
Nainital,Snow,5,5160
Shimla,Clear,4,2590
Somnath,Clouds,1,1910
Somnath,Clear,5,3640
Nainital,Clear,3,3430
Ahmedabad,Rain,5,3800
Lucknow,Clear,4,2640
Hampi,Clear,3,3770
Jaipur,Clear,4,4280
Pune,Clouds,1,1580
Pune,Clouds,1,1550
Coorg,Clouds,2,1840
Goa,Heavy Rain,1,2880
Lucknow,Fog,4,2650
Rameswaram,Clear,5,3080
Delhi,Clear,1,3470
Amritsar,Clouds,3,3840
Statue of Unity (Kevadia),Rain,4,2720
Tirupati,Clear,3,2530
Dharamshala,Clear,2,1730
Kolkata,Clear,3,4820
Vaishno Devi (Katra),Fog,5,3350
Aurangabad,Clear,3,1960
Statue of Unity (Kevadia),Storm,1,1870
Shirdi,Clear,1,1700
Mumbai,Heavy Rain,2,2000
Vijayawada,Clear,2,1710
Madurai,Clouds,5,3510
Madurai,Rain,3,2240
Kochi,Clouds,2,1940
Alleppey,Heavy Rain,5,3520
Varanasi,Fog,2,1810
Ajmer,Clouds,2,3560
Somnath,Clear,1,1900
Mumbai,Heavy Rain,1,1670
Kochi,Clear,1,1450
Goa,Clear,2,3000
Kanyakumari,Clouds,4,2580
Hampi,Rain,2,3750
Dwarka,Rain,2,2350
Aurangabad,Clear,1,1550
Kodaikanal,Rain,5,5750
Kanyakumari,Storm,1,1790
Udaipur,Clear,1,2640
Agra,Clear,5,5770
Delhi,Clear,1,3240
Dwarka,Rain,2,2440
Visakhapatnam,Clear,2,1850
Jodhpur,Clear,1,2650
Madurai,Clear,5,3180
Amritsar,Clouds,4,4440
Delhi,Clear,3,4760
Statue of Unity (Kevadia),Clear,5,3450
Dwarka,Clouds,1,1930
Prayagraj,Rain,3,2970
Vaishno Devi (Katra),Clear,2,1760
Mathura & Vrindavan,Rain,3,2340
Rishikesh & Haridwar,Fog,3,2480
Nashik,Rain,5,3810
Jaisalmer,Clear,2,3370
Pune,Clear,2,1800
Somnath,Rain,5,4590
Madurai,Clear,1,1620
Kanyakumari,Clear,2,1800
Dharamshala,Snow,3,1920
Dharamshala,Clouds,4,2630
Shirdi,Clear,5,3880
Kanyakumari,Rain,2,2100
Dwarka,Fog,5,3780
Hampi,Clouds,1,2690
Nainital,Clouds,3,3340
Lucknow,Clear,3,1900
Jodhpur,Clear,2,3240
Visakhapatnam,Fog,1,1590
Hampi,Rain,2,3730
Ooty,Clear,3,3280
Udaipur,Clear,2,3390
Lucknow,Clear,3,2000
Kochi,Clear,1,1440
Agra,Clouds,1,2860
Chennai,Clear,4,5710
Statue of Unity (Kevadia),Clear,4,2350
Kodaikanal,Rain,5,6310
Rameswaram,Clear,5,3140
Kanyakumari,Heavy Rain,3,2480
Amritsar,Fog,2,3340
Vijayawada,Clear,1,1610
Alleppey,Clear,5,3360
Shirdi,Clouds,5,4130
Jaisalmer,Storm,3,4050
Chennai,Clear,5,6830
Ooty,Clear,4,4010
Varanasi,Clear,3,2080
Prayagraj,Clouds,4,3280
Shirdi,Heavy Rain,4,3500
Amritsar,Clear,3,3330
Coorg,Rain,1,1720
Kolkata,Clouds,5,7380
Srinagar,Clear,5,3140
Tirupati,Rain,5,4160
Mumbai,Clouds,4,2520
Varanasi,Clear,3,1950
Srinagar,Snow,1,1600
Shimla,Clouds,4,2770
Shimla,Rain,4,2790
Madurai,Clouds,3,2230
Rameswaram,Fog,2,1710
Amritsar,Clear,4,4190
Kanyakumari,Clear,3,1990
Jodhpur,Clear,3,3570
Darjeeling,Clear,1,1470
Nashik,Rain,3,2460
Nainital,Snow,2,3100
Vaishno Devi (Katra),Rain,1,1620
Shimla,Clouds,4,2670
Nainital,Clouds,4,4140
Lucknow,Clear,4,2460
Munnar,Fog,1,2340
Dharamshala,Clear,2,1750
Nainital,Clear,3,3010
Ayodhya,Clear,4,2950
Shirdi,Clear,2,2330
Goa,Rain,2,3630
Munnar,Heavy Rain,2,3530
Kanyakumari,Clear,1,1590
Kochi,Rain,5,3960
Amritsar,Clouds,5,5900
Nashik,Fog,3,1950
Kolkata,Clear,4,5420
Prayagraj,Rain,5,4700
Dwarka,Rain,1,2100
Visakhapatnam,Clear,5,3400
Delhi,Clear,4,5980
Kolkata,Rain,1,4190
Jaisalmer,Clear,2,3210
Thiruvananthapuram,Clouds,4,2670
Coorg,Clear,4,2450
Rishikesh & Haridwar,Rain,4,3420
Pushkar,Clear,3,2110
Delhi,Rain,3,5940
Tirupati,Rain,4,3380
Mysuru,Clouds,4,2810
Statue of Unity (Kevadia),Fog,5,3450
Statue of Unity (Kevadia),Rain,4,2920
Pushkar,Clear,1,1480
Hampi,Rain,4,4930
Kochi,Rain,2,2210
Somnath,Clear,2,2310
Somnath,Clear,3,2380
Kolkata,Rain,1,4050
Statue of Unity (Kevadia),Rain,2,2070
Chennai,Clouds,4,5580
Delhi,Clouds,4,6340
Nainital,Clouds,2,2850
Agra,Rain,1,2880
Munnar,Rain,1,2900
Ajmer,Clear,4,4690
Kolkata,Clouds,4,5800
Jaisalmer,Clear,3,3330
Rameswaram,Clear,5,3120
Mysuru,Clouds,5,3450
Kanyakumari,Storm,2,2040
Dwarka,Clear,4,2910
Vaishno Devi (Katra),Clear,1,1480
Aurangabad,Clear,4,2370
Goa,Clouds,5,6140
Jaipur,Clouds,5,6220
Lucknow,Rain,2,2230
Nashik,Rain,5,3940
Lucknow,Clear,4,2530
Rameswaram,Clouds,3,2030
Dwarka,Clouds,1,1840
Shimla,Fog,4,2680
Amritsar,Clear,4,4280
Somnath,Rain,5,4720
Shimla,Fog,3,1940
Aurangabad,Rain,5,3900
Coorg,Clouds,2,1850
Madurai,Rain,1,1800
Vaishno Devi (Katra),Rain,5,3720
Jodhpur,Clear,2,3300
Varanasi,Clear,1,1490
Kochi,Rain,1,1790
Pushkar,Clear,5,3390
Nashik,Heavy Rain,5,3930
Shimla,Clear,3,2090
Rishikesh & Haridwar,Rain,5,4320
Dwarka,Rain,2,2400
Pushkar,Clouds,2,2020
Ajmer,Clear,1,2700
Coorg,Clear,2,1920
Coorg,Rain,3,2200
Jodhpur,Storm,3,3990
Shirdi,Rain,5,4600
Nashik,Heavy Rain,3,2320
Kanyakumari,Rain,1,1650
Delhi,Storm,5,8510
Kodaikanal,Clouds,1,2570
Udaipur,Clear,4,4170
Shirdi,Clouds,3,2390
Mathura & Vrindavan,Clear,4,2610
Kanyakumari,Storm,3,2470
Tirupati,Clear,5,3790
Mathura & Vrindavan,Rain,1,1790
Pune,Clouds,1,1500
Tirupati,Rain,4,3480
Jodhpur,Clouds,5,5720
Srinagar,Clear,2,1740
Mumbai,Clouds,2,2020
Ahmedabad,Rain,4,2910
Thiruvananthapuram,Clouds,4,2720
Aurangabad,Clear,5,3050
Darjeeling,Snow,3,1990
Mumbai,Heavy Rain,3,2200
Thiruvananthapuram,Clear,3,1970
Delhi,Clear,1,3580
Tirupati,Clear,5,4040
Aurangabad,Clear,1,1500
Jaisalmer,Clear,2,3380
Kanyakumari,Fog,4,2610
Aurangabad,Fog,2,1780
Kochi,Heavy Rain,3,2320
Kolkata,Clear,1,3410
Visakhapatnam,Rain,5,3770
Coorg,Clouds,1,1570
Nashik,Heavy Rain,1,1760
Jaipur,Clear,2,3130
Aurangabad,Rain,2,2020
Ooty,Clear,4,4100
Vaishno Devi (Katra),Rain,3,2250
Jodhpur,Clear,3,3450
Varanasi,Clouds,3,2100
Pushkar,Clear,2,1860
Visakhapatnam,Rain,2,2000
Dharamshala,Clouds,3,2060
Rameswaram,Clear,1,1500
Munnar,Clear,5,5010
Amritsar,Clouds,2,3320
Ajmer,Clear,4,4710
Somnath,Clouds,2,2150
Udaipur,Clouds,5,6040
Srinagar,Clear,2,1810
Jodhpur,Clear,3,3600
Kolkata,Rain,4,6710
Lucknow,Fog,3,2050
Mumbai,Clouds,1,1530
Dharamshala,Clouds,5,3190
Dharamshala,Fog,3,1990
Thiruvananthapuram,Storm,1,1910
Mysuru,Fog,2,1870
Kodaikanal,Fog,2,2790
Darjeeling,Clear,5,3330
Statue of Unity (Kevadia),Clear,4,2510
Srinagar,Clouds,3,2010
Ajmer,Clear,1,2580
Mumbai,Rain,2,2170
Vaishno Devi (Katra),Fog,1,1420
Dharamshala,Clear,3,2080
Nashik,Clear,5,3430
Visakhapatnam,Clouds,5,3240
Lucknow,Clouds,5,3390
Mysuru,Rain,1,1720
Kochi,Storm,4,3060
Pune,Storm,4,2930
Shirdi,Rain,3,2770
Mysuru,Clear,3,1910
Prayagraj,Clear,2,2160
Rishikesh & Haridwar,Clear,3,2370
Pune,Clear,1,1610
Kanyakumari,Clouds,5,3200
Kochi,Clear,4,2450
Pune,Fog,1,1410
Mumbai,Clear,1,1600
Coorg,Rain,1,1690
Bengaluru,Clear,5,7700
Dharamshala,Fog,1,1520
Manali,Rain,5,6160
Prayagraj,Clear,4,3110
Madurai,Heavy Rain,2,2220
Rishikesh & Haridwar,Clouds,5,3830
Kodaikanal,Clear,4,4310
Jaisalmer,Clouds,3,3750
Rameswaram,Clouds,4,2810
Udaipur,Clear,5,5490
Ajmer,Clear,5,5940
Agra,Fog,4,4120
Chennai,Storm,2,5240
Varanasi,Clear,4,2440
Shimla,Fog,2,1790
Mathura & Vrindavan,Clear,1,1580
Varanasi,Clear,3,1940
Kanyakumari,Rain,3,2410
Udaipur,Clear,3,3410
Ooty,Clear,5,5180
Udaipur,Clear,1,2550
Prayagraj,Clear,4,2840
Kodaikanal,Rain,4,4640
Pushkar,Clear,2,1700
Kochi,Clear,4,2520
Nashik,Clear,3,1960
Kolkata,Clear,5,7650
Statue of Unity (Kevadia),Clear,2,1810
Udaipur,Rain,1,3250
Mysuru,Clear,1,1570
Srinagar,Rain,5,3810
Nashik,Clear,4,2480
Jaisalmer,Clear,2,3020
Dharamshala,Fog,4,2550
Visakhapatnam,Clear,5,3020
Statue of Unity (Kevadia),Rain,2,2010
Munnar,Rain,4,4920
Goa,Clear,3,3670
Nashik,Clouds,2,2020
Mumbai,Clouds,2,1920
Kolkata,Clouds,4,5640
Hampi,Clouds,3,3630
Jaisalmer,Clear,4,4570
Srinagar,Fog,2,1830
Jaipur,Clear,1,2470
Thiruvananthapuram,Clear,3,1930
Vijayawada,Clear,4,2600
Manali,Rain,1,2650
Aurangabad,Rain,1,1810
Kodaikanal,Clouds,3,3300
Nainital,Rain,1,2720
Prayagraj,Fog,1,1780
Varanasi,Rain,3,2420
Mysuru,Clear,3,2150
Dwarka,Storm,3,2730
Kolkata,Clouds,2,4190
Agra,Rain,2,3860
Tirupati,Rain,5,4680
Mumbai,Clear,2,1860
Nainital,Fog,2,2760
Rishikesh & Haridwar,Clear,5,4030
Pune,Clouds,5,3510
Delhi,Clear,5,7040
Dharamshala,Clouds,1,1500
Somnath,Clear,5,3910
Rishikesh & Haridwar,Rain,4,3700
Jaisalmer,Clear,2,3300
Kanyakumari,Clear,3,2050
Mysuru,Clear,1,1410
Lucknow,Clear,5,3150
Dwarka,Rain,3,2810
Aurangabad,Clear,1,1430
Shimla,Rain,4,2730
Ayodhya,Rain,4,3370
Varanasi,Clear,4,2540
Chennai,Clear,2,3910
Lucknow,Rain,5,3870
Jaisalmer,Clear,4,4260
Tirupati,Clear,4,3060
Pune,Clear,1,1480
Darjeeling,Rain,2,2190
Shimla,Snow,2,1820
Pushkar,Clouds,4,2610
Manali,Snow,1,2410
Shirdi,Clear,3,2290
Shirdi,Rain,3,2970
Shirdi,Clear,2,2250
Hampi,Clear,2,3330
Mumbai,Rain,5,3800
Dharamshala,Clear,2,1800
Ahmedabad,Clear,5,3020
Nashik,Fog,1,1610
Ayodhya,Storm,4,3460
Alleppey,Clear,2,1720
Ahmedabad,Clouds,5,3180
Shimla,Clear,1,1520
Mumbai,Clear,2,1920
Chennai,Rain,2,4790
Shimla,Fog,2,1850
Chennai,Clear,3,4440
Dharamshala,Clear,5,3370
Coorg,Rain,1,1710
Dwarka,Clear,3,2420
Prayagraj,Rain,1,2040
Hampi,Rain,1,2940
Ajmer,Rain,4,4890
Rameswaram,Clouds,2,1930
Srinagar,Clear,4,2520
Madurai,Clear,2,1730
Mumbai,Rain,1,1770
Thiruvananthapuram,Clear,3,2140
Munnar,Rain,4,4520
Shimla,Clear,5,3290
Munnar,Clear,1,2430
Dharamshala,Fog,4,2440
Udaipur,Clear,2,3370
Shimla,Clear,3,1980
Delhi,Rain,3,5900
Kolkata,Clear,3,4600
Pushkar,Clear,5,3150
Statue of Unity (Kevadia),Heavy Rain,5,3720
Agra,Rain,5,6930
Aurangabad,Clear,1,1550
Aurangabad,Clear,2,1710
Ahmedabad,Clear,4,2560
Dharamshala,Snow,3,2000
Manali,Clouds,4,3980
